location,date,total_deaths,total_vaccinations,population_density,median_age,aged_70_older,gdp_per_capita,hospital_beds_per_thousand,human_development_index
Mexico,1/24/2021,149614,629626,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,1/25/2021,150273,645105,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,1/26/2021,152016,652319,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,1/27/2021,153639,656044,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,1/28/2021,155145,657842,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,1/29/2021,156579,662217,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,1/30/2021,158074,670307,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,1/31/2021,158536,673327,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,2/1/2021,159100,675202,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,2/2/2021,159533,677539,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,2/3/2021,161240,686601,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,2/4/2021,161240,695088,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,2/5/2021,164290,700316,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,2/6/2021,165786,710198,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,2/7/2021,166200,713517,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,2/8/2021,166731,717820,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,2/9/2021,168432,717820,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,2/10/2021,169760,724707,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,2/11/2021,171234,725447,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,2/12/2021,172557,726002,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,2/13/2021,173771,726313,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,2/14/2021,174207,726313,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,2/15/2021,174657,749682,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,2/16/2021,175986,915383,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,2/17/2021,177061,1058139,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,2/18/2021,178108,1318055,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,2/19/2021,178965,1574158,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,2/20/2021,179797,1656304,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,2/21/2021,180107,1689158,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,2/22/2021,180536,1733404,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,2/23/2021,181809,1801156,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,2/24/2021,182815,1900784,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,2/25/2021,183692,2088813,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,2/26/2021,184474,2271032,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,2/27/2021,185257,2383411,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,2/28/2021,185715,2455095,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,3/1/2021,186152,2526863,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,3/2/2021,187187,2583435,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,3/3/2021,188044,2633580,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,3/4/2021,188866,2676035,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,3/5/2021,189578,2731900,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,3/6/2021,190357,2765805,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,3/7/2021,190604,2793106,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,3/8/2021,190923,2849630,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,3/9/2021,191789,3100868,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,3/10/2021,192491,3488000,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,3/11/2021,193152,3800000,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,3/12/2021,193851,4005131,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,3/13/2021,194490,4214294,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,3/14/2021,194710,4339926,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,3/15/2021,194944,4404608,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,3/16/2021,195119,4530784,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,3/17/2021,195908,4737622,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,3/18/2021,196606,4947522,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,3/19/2021,197219,5186751,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,3/20/2021,197827,5459014,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,3/21/2021,198036,5612291,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,3/22/2021,198239,5781359,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,3/23/2021,199048,5926967,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,3/24/2021,199627,6119298,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,3/25/2021,200211,6243886,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,3/26/2021,200862,6487170,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,3/27/2021,201429,6724789,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,3/28/2021,201623,6852596,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,3/29/2021,201832,7018449,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,3/30/2021,202633,7404912,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,3/31/2021,203210,7851053,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,4/1/2021,203664,7851053,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,4/2/2021,203854,8644446,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,4/3/2021,204011,8987190,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,4/4/2021,204147,9036000,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,4/5/2021,204399,9287405,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,4/6/2021,204985,9675517,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,4/7/2021,205598,10089420,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,4/8/2021,206146,10642873,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,4/9/2021,207020,10984869,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,4/10/2021,209212,11204183,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,4/11/2021,209338,11395137,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,4/12/2021,209702,11703164,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,4/13/2021,210282,12407625,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,4/14/2021,210812,12912963,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,4/15/2021,211213,13421708,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,4/16/2021,211693,13978181,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,4/17/2021,212228,14240830,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,4/18/2021,212339,14368074,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,4/19/2021,212466,14571509,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,4/20/2021,213048,15003610,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,4/21/2021,213597,15477517,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,4/22/2021,214095,15874809,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,4/23/2021,214504,16214484,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,4/24/2021,214853,16410034,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,4/25/2021,214947,16501739,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,4/26/2021,215113,16687189,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,4/27/2021,215547,16687189,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,4/28/2021,215918,17357993,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,4/29/2021,216447,17718806,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,4/30/2021,216907,18080005,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,5/1/2021,217168,18326726,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,5/2/2021,217233,18471669,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,5/3/2021,217345,18827623,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,5/4/2021,217740,19340234,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,5/5/2021,218007,19951121,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,5/6/2021,218173,20540830,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,5/7/2021,218657,21008618,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,5/8/2021,218928,21228359,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,5/9/2021,218985,21300414,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,5/10/2021,219089,21300414,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,5/11/2021,219323,21589272,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,5/12/2021,219590,21986456,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,5/13/2021,219901,22413285,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,5/14/2021,220159,22413285,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,5/15/2021,220384,22413285,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,5/16/2021,220437,23168462,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,5/17/2021,220493,23301884,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,5/18/2021,220746,23301884,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,5/19/2021,220850,24223297,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,5/20/2021,221080,24988066,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,5/21/2021,221256,25626413,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,5/22/2021,221597,26148948,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,5/23/2021,221647,26478866,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,5/24/2021,221695,26655760,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,5/25/2021,221960,26953788,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,5/26/2021,222232,27709853,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,5/27/2021,222661,27709853,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,5/28/2021,223072,29239997,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,5/29/2021,223455,29861331,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,5/30/2021,223507,30293682,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,5/31/2021,223568,30477703,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,6/1/2021,227840,30990908,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,6/2/2021,228146,31811931,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,6/3/2021,228362,32874857,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,6/4/2021,228568,33779982,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,6/5/2021,228758,34457602,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,6/6/2021,228804,34457602,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,6/7/2021,228838,34658545,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,6/8/2021,229100,35166248,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,6/9/2021,229353,36164011,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,6/10/2021,229580,36430953,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,6/11/2021,229823,36983641,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,6/12/2021,230097,37294959,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,6/13/2021,230150,37521976,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,6/14/2021,230187,37803462,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,6/15/2021,230428,38248562,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,6/16/2021,230624,38633462,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,6/17/2021,230792,39153336,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,6/18/2021,230959,39623088,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,6/19/2021,230959,40031327,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,6/20/2021,231187,40227974,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,6/21/2021,231244,40700954,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,6/22/2021,231505,41368066,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,6/23/2021,231847,42155839,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,6/24/2021,232068,42791467,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,6/25/2021,232346,43369096,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,6/26/2021,232521,43753814,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,6/27/2021,232564,43912990,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,6/28/2021,232608,44385584,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,6/29/2021,232803,45113218,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,6/30/2021,233047,45898210,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,7/1/2021,233248,46451716,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,7/2/2021,233428,46945511,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,7/3/2021,233580,46945511,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,7/4/2021,233622,47197494,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,7/5/2021,233689,47739783,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,7/6/2021,233958,48499324,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,7/7/2021,234192,49202252,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,7/8/2021,234458,49857020,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,7/9/2021,234675,50362218,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,7/10/2021,234907,50698518,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,7/11/2021,234969,50817979,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,7/12/2021,235058,51331578,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,7/13/2021,235277,51986413,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,7/14/2021,235507,52704960,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,7/15/2021,235740,53342673,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,7/16/2021,236015,53915023,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,7/17/2021,236240,54282399,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,7/18/2021,236331,54542551,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,7/19/2021,236469,55107724,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,7/20/2021,236810,55911861,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,7/21/2021,237207,56872930,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,7/22/2021,237626,58249143,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,7/23/2021,237626,59580006,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,7/24/2021,238316,60558289,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,7/25/2021,238424,60885690,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,7/26/2021,238595,61858631,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,7/27/2021,239079,63313209,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,7/28/2021,239616,64489596,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,7/29/2021,239997,65631680,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,7/30/2021,240456,66712486,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,7/31/2021,240906,67355342,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,8/1/2021,241034,67594385,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,8/2/2021,241279,68089659,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,8/3/2021,241936,68825948,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,8/4/2021,242547,69820231,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,8/5/2021,243165,70808386,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,8/6/2021,243733,71654978,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,8/7/2021,244248,71654978,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,8/8/2021,244420,72132661,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,8/9/2021,244690,72488230,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,8/10/2021,245476,72986350,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,8/11/2021,246203,73771750,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,8/12/2021,246811,74802779,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,8/13/2021,247414,75780229,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,8/14/2021,248167,76587422,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,8/15/2021,248167,77225451,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,8/16/2021,248652,77573466,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,8/17/2021,249529,78765073,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,8/18/2021,250469,79399398,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,8/19/2021,251305,79933762,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,8/20/2021,252080,80404167,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,8/21/2021,252927,80683665,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,8/22/2021,253155,80886612,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,8/23/2021,253526,81274760,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,8/24/2021,254466,81923702,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,8/25/2021,255452,82678717,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,8/26/2021,256287,83433577,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,8/27/2021,257150,84026447,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,8/28/2021,257906,84379551,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,8/29/2021,258165,84549082,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,8/30/2021,258491,84946443,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,8/31/2021,259326,85375481,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,9/1/2021,260503,85845792,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,9/2/2021,261496,85845792,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,9/3/2021,262221,86793531,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,9/4/2021,262868,87014220,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,9/5/2021,263140,87224714,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,9/6/2021,263470,87750381,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,9/7/2021,264541,88593229,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,9/8/2021,265420,88593229,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,9/9/2021,266150,90366606,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,9/10/2021,266150,91182279,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,9/11/2021,267524,91720391,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,9/12/2021,267748,92080595,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,9/13/2021,267969,92749295,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,9/14/2021,269016,93588719,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,9/15/2021,269913,94144251,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,9/16/2021,270348,94300526,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,9/17/2021,270538,94858068,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,9/18/2021,270538,95271399,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,9/19/2021,271503,95638622,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,9/20/2021,271765,96080633,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,9/21/2021,272580,96793184,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,9/22/2021,273391,97523713,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,9/23/2021,274139,98282544,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,9/24/2021,274703,98895325,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,9/25/2021,274703,99186517,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,9/26/2021,275450,99366403,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,9/27/2021,275676,99868671,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,9/28/2021,276376,100516964,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,9/29/2021,276973,101190484,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,9/30/2021,277507,101782415,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,10/1/2021,277978,101782415,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,10/2/2021,278592,102643418,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,10/3/2021,278592,102643418,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,10/4/2021,279106,104554441,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,10/5/2021,279106,104554441,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,10/6/2021,279896,105320232,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,10/7/2021,281121,106121884,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,10/8/2021,281610,106730702,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,10/9/2021,281610,107154354,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,10/10/2021,282086,107381477,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,10/11/2021,282227,107921674,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,10/12/2021,282773,108947179,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,10/13/2021,283193,108947179,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,10/14/2021,283574,110574539,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,10/15/2021,284008,110574539,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,10/16/2021,284321,110574539,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,10/17/2021,284381,112198441,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,10/18/2021,284477,112603277,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,10/19/2021,284925,112996000,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,10/20/2021,285347,113471215,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,10/21/2021,285669,113957610,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,10/22/2021,285953,114558359,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,10/23/2021,286259,115185985,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,10/24/2021,286259,115624628,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,10/25/2021,286496,115624628,66.444,29.3,4.321,8346.7,1.38,0.779
Mexico,10/26/2021,286496,115624628,66.444,29.3,4.321,8346.7,1.38,0.779
Russia,1/31/2020,0,0,8.823,39.6,9.393,10126.72,8.05,0.824
Russia,2/1/2020,0,0,8.823,39.6,9.393,10126.72,8.05,0.824
Russia,2/2/2020,0,0,8.823,39.6,9.393,10126.72,8.05,0.824
Russia,2/3/2020,0,0,8.823,39.6,9.393,10126.72,8.05,0.824
Russia,2/4/2020,0,0,8.823,39.6,9.393,10126.72,8.05,0.824
Russia,2/5/2020,0,0,8.823,39.6,9.393,10126.72,8.05,0.824
Russia,2/6/2020,0,0,8.823,39.6,9.393,10126.72,8.05,0.824
Russia,2/7/2020,0,0,8.823,39.6,9.393,10126.72,8.05,0.824
Russia,2/8/2020,0,0,8.823,39.6,9.393,10126.72,8.05,0.824
Russia,2/9/2020,0,0,8.823,39.6,9.393,10126.72,8.05,0.824
Russia,2/10/2020,0,0,8.823,39.6,9.393,10126.72,8.05,0.824
Russia,2/11/2020,0,0,8.823,39.6,9.393,10126.72,8.05,0.824
Russia,2/12/2020,0,0,8.823,39.6,9.393,10126.72,8.05,0.824
Russia,2/13/2020,0,0,8.823,39.6,9.393,10126.72,8.05,0.824
Russia,2/14/2020,0,0,8.823,39.6,9.393,10126.72,8.05,0.824
Russia,2/15/2020,0,0,8.823,39.6,9.393,10126.72,8.05,0.824
Russia,2/16/2020,0,0,8.823,39.6,9.393,10126.72,8.05,0.824
Russia,2/17/2020,0,0,8.823,39.6,9.393,10126.72,8.05,0.824
Russia,2/18/2020,0,0,8.823,39.6,9.393,10126.72,8.05,0.824
Russia,2/19/2020,0,0,8.823,39.6,9.393,10126.72,8.05,0.824
Russia,2/20/2020,0,0,8.823,39.6,9.393,10126.72,8.05,0.824
Russia,2/21/2020,0,0,8.823,39.6,9.393,10126.72,8.05,0.824
Russia,2/22/2020,0,0,8.823,39.6,9.393,10126.72,8.05,0.824
Russia,2/23/2020,0,0,8.823,39.6,9.393,10126.72,8.05,0.824
Russia,2/24/2020,0,0,8.823,39.6,9.393,10126.72,8.05,0.824
Russia,2/25/2020,0,0,8.823,39.6,9.393,10126.72,8.05,0.824
Russia,2/26/2020,0,0,8.823,39.6,9.393,10126.72,8.05,0.824
Russia,2/27/2020,0,0,8.823,39.6,9.393,10126.72,8.05,0.824
Russia,2/28/2020,0,0,8.823,39.6,9.393,10126.72,8.05,0.824
Russia,2/29/2020,0,0,8.823,39.6,9.393,10126.72,8.05,0.824
Russia,3/1/2020,0,0,8.823,39.6,9.393,10126.72,8.05,0.824
Russia,3/2/2020,0,0,8.823,39.6,9.393,10126.72,8.05,0.824
Russia,3/3/2020,0,0,8.823,39.6,9.393,10126.72,8.05,0.824
Russia,3/4/2020,0,0,8.823,39.6,9.393,10126.72,8.05,0.824
Russia,3/5/2020,0,0,8.823,39.6,9.393,10126.72,8.05,0.824
Russia,3/6/2020,0,0,8.823,39.6,9.393,10126.72,8.05,0.824
Russia,3/7/2020,0,0,8.823,39.6,9.393,10126.72,8.05,0.824
Russia,3/8/2020,0,0,8.823,39.6,9.393,10126.72,8.05,0.824
Russia,3/9/2020,0,0,8.823,39.6,9.393,10126.72,8.05,0.824
Russia,3/10/2020,0,0,8.823,39.6,9.393,10126.72,8.05,0.824
Russia,3/11/2020,0,0,8.823,39.6,9.393,10126.72,8.05,0.824
Russia,3/12/2020,0,0,8.823,39.6,9.393,10126.72,8.05,0.824
Russia,3/13/2020,0,0,8.823,39.6,9.393,10126.72,8.05,0.824
Russia,3/14/2020,0,0,8.823,39.6,9.393,10126.72,8.05,0.824
Russia,3/15/2020,0,0,8.823,39.6,9.393,10126.72,8.05,0.824
